"UTE: ECISA , Cía. General de Construcciones, S.A.-Hermasan Constructora",Hermasan Constructora,Hermasan Constructora
"UTE: Ecisa Cia. Gral. de Construcciones, S.A. y Riegos del Vinalopó, S.L. UTE El Clot, UMH","ECISA, Compañía General de Construcción","ECISA, Compañía General de Construcción"
"UTE: Ecisa Cia. Gral. de Construcciones, S.A. y Riegos del Vinalopó, S.L. UTE El Clot, UMH","Riegos del Vinalopó, S.L.","Riegos del Vinalopó, S.L."
"UTE: Ecisa Compañía General de Construciones, S.A. y Construcciones Lujan, S.A., en UTE, con un porcentaje de participación de 60% y 40% respectivamente",Construcciones Luján,Construcciones Luján
"UTE: Ecisa Compañía General de Construciones, S.A. y Construcciones Lujan, S.A., en UTE, con un porcentaje de participación de 60% y 40% respectivamente","ECISA, Compañía General de Construcción","ECISA, Compañía General de Construcción"
"UTE: Ecisa, Compañía General de Construcciones, S.A. - Viveros Ferpas","ECISA, Compañía General de Construcción","ECISA, Compañía General de Construcción"
"UTE: Ecisa, Compañía General de Construcciones, S.A. - Viveros Ferpas",Viveros Ferpas,Viveros Ferpas
"UTE: Ecisa, Compañía General De Construcciones, S.A. (80%) y Construcciones y Contratas Aldilop, S.L. (20%)",Construcciones y Contratas Aldilop,Construcciones y Contratas Aldilop
"UTE: Ecisa, Compañía General De Construcciones, S.A. (80%) y Construcciones y Contratas Aldilop, S.L. (20%)","ECISA, Compañía General de Construcción","ECISA, Compañía General de Construcción"
UTE: Edar Basavil,Initek Ingenieros S.L.,Initek Ingenieros S.L.
UTE: Edar Basavil,Obras Publicas Onaindia,Obras Publicas Onaindia
"UTE: EDAR Navia: FCC Consturcción, S.A. / Alvargonzález Contratas, S.A.",Alvargonzález Contratas,Alvargonzález Contratas
"UTE: EDAR Navia: FCC Consturcción, S.A. / Alvargonzález Contratas, S.A.",FCC,FCC
"UTE: edhinor S.A., e ingenieria, obras y tecnologia europea",Edhinor,Edhinor
"UTE: edhinor S.A., e ingenieria, obras y tecnologia europea","ingenieria, obras y tecnologia europea","ingenieria, obras y tecnologia europea"
"UTE: Edhinor, S.A - Vialobra",Edhinor,Edhinor
"UTE: Edhinor, S.A - Vialobra",Vialobra,Vialobra
"UTE: Edhinor, S.A., y Fernández Molina Obras y Servicios, S.A. - UTE Ciudad de la Seguridad",Edhinor,Edhinor
"UTE: Edhinor, S.A., y Fernández Molina Obras y Servicios, S.A. - UTE Ciudad de la Seguridad","Fernández Molina, Obras y Servicios","Fernández Molina, Obras y Servicios"
UTE: Edificio de Investigación Campus de Paterna (Grupo Bertolin S.A.U. - Becsa S.A.U.).,Becsa,Grupo Obinesa
UTE: Edificio de Investigación Campus de Paterna (Grupo Bertolin S.A.U. - Becsa S.A.U.).,Grupo Bertolín,Grupo Bertolín
UTE: EDIFICIO OFICIALES GUARDIA CIVIL,Acanto,Assignia Infraestructuras
UTE: EDIFICIO OFICIALES GUARDIA CIVIL,EOC de Obras y Servicios,EOC de Obras y Servicios
"UTE: Edificio Operativo Martorell (COVISA - Velasco, Obra y Servicios, S.A.).",COVISA,COVISA
"UTE: Edificio Operativo Martorell (COVISA - Velasco, Obra y Servicios, S.A.).",Velasco Obras y Servicios,Velasco
UTE: Edificio Polivalente Alcalá,"Ceinsa, Contratas e Ingeniería",IBT Group
UTE: Edificio Polivalente Alcalá,Cym Yáñez,Cym Yáñez
UTE: Edificio Polivalente Alcalá,"Ecofluidos, S.L.","Ecofluidos, S.L."
"UTE: Edinar Tajo: Editec Medioambiente, S.L. / Einar Tegnología del Agua, S.A.","Editec Medioambiente, S.L.","Editec Medioambiente, S.L."
"UTE: Edinar Tajo: Editec Medioambiente, S.L. / Einar Tegnología del Agua, S.A.",EINAR,EINAR
"UTE: Ehisa Construcciones y Obras, S.A. y Elecnor",Ehisa Construcciones y Obras,Ehisa Construcciones y Obras
"UTE: Ehisa Construcciones y Obras, S.A. y Elecnor",Elecnor,Elecnor
"UTE: EIBAR: Construcciones Mariezcurrena, S.L., Construcciones Zubieder, S.L. y Nortunel",Construcciones Mariezcurrena,Construcciones Mariezcurrena
"UTE: EIBAR: Construcciones Mariezcurrena, S.L., Construcciones Zubieder, S.L. y Nortunel","Construcciones Zubieder, S.L.","Construcciones Zubieder, S.L."
"UTE: EIBAR: Construcciones Mariezcurrena, S.L., Construcciones Zubieder, S.L. y Nortunel","Nortunel, S.A.","Nortunel, S.A."
UTE: Eiffage Energía S.L.U. y Sigma Infraestructuras,Eiffage Energía,Eiffage
UTE: Eiffage Energía S.L.U. y Sigma Infraestructuras,Sigma Infraestructuras,Sigma Infraestructuras
"UTE: EIFFAGE ENERGÍA, S.L. - OCIDE CONSTURCCIÓN, S.A. - EIFFAGE INFRAESTRUCTURAS",Eiffage Energía,Eiffage
"UTE: EIFFAGE ENERGÍA, S.L. - OCIDE CONSTURCCIÓN, S.A. - EIFFAGE INFRAESTRUCTURAS",Eiffage Infraestructuras,Eiffage
"UTE: EIFFAGE ENERGÍA, S.L. - OCIDE CONSTURCCIÓN, S.A. - EIFFAGE INFRAESTRUCTURAS",Ocide Construcción,Ocide Construcción
UTE: EIFFAGE Infraestructuras S.A.U. y SOIL Tratamiento de Aguas Industriales,Eiffage Infraestructuras,Eiffage
UTE: EIFFAGE Infraestructuras S.A.U. y SOIL Tratamiento de Aguas Industriales,SOIL Tratamiento de Aguas Industriales,SOIL Tratamiento de Aguas Industriales
"UTE: Eiffage Infraestructuras, S.A. - Masfalt",Eiffage Infraestructuras,Eiffage
"UTE: Eiffage Infraestructuras, S.A. - Masfalt",Masfalt,Masfalt
"UTE: Eiffage Infraestructuras, S.A. (50%) / Imathia Construcción, S.L. (50%)",Eiffage Infraestructuras,Eiffage
"UTE: Eiffage Infraestructuras, S.A. (50%) / Imathia Construcción, S.L. (50%)","Imathia Construcción, S.L.","Imathia Construcción, S.L."
UTE: Elecnor Ehisa,Ehisa Construcciones y Obras,Ehisa Construcciones y Obras
UTE: Elecnor Ehisa,Elecnor,Elecnor
"UTE: Elecnor, S.A., y Ehisa, S.A. (UTE Estación la Molina)",Ehisa Construcciones y Obras,Ehisa Construcciones y Obras
"UTE: Elecnor, S.A., y Ehisa, S.A. (UTE Estación la Molina)",Elecnor,Elecnor
UTE: Electrada,"Electrónica, Automatización y Montajes","Electrónica, Automatización y Montajes"
UTE: Electrada,Retrada-92,Retrada-92
"UTE: Electrificaciones Ferroviarias, S.L. y Excavaciones y Construciones Benjumea, S.A.","Electrificaciones Ferroviarias, S.L.","Electrificaciones Ferroviarias, S.L."
"UTE: Electrificaciones Ferroviarias, S.L. y Excavaciones y Construciones Benjumea, S.A.",EXCAVACIONES Y CONSTRUCCIONES BENJUMEA,Grupo Benjumea
"UTE: ELECTRIFICACIONES Y MANTENIMIENTOS ELMAN, S.L., INSTALACIONES ELÉCTRICAS CUETO",COBRA,ACS
"UTE: ELECTRIFICACIONES Y MANTENIMIENTOS ELMAN, S.L., INSTALACIONES ELÉCTRICAS CUETO",Trigemer,Trigemer
UTE: Electroinnova 2009 - Aluvisa,Aluvisa,Aluvisa
UTE: Electroinnova 2009 - Aluvisa,Electroinnova 2009,Electroinnova 2009
"UTE: Electromolina, S.A. - Terclima Canarias","Electromolina, S.A.","Electromolina, S.A."
"UTE: Electromolina, S.A. - Terclima Canarias",Terclima Canarias,Terclima Canarias
"UTE: Electronic Trafic, S.A. - API Movilidad",API Movilidad,ACS
"UTE: Electronic Trafic, S.A. - API Movilidad",Electronic Trafic,ACS
"UTE: Electronic Trafic, S.A. - Electro sistemas Bach, S.A. - Thales",Electro Sistemas Bach,Electro Sistemas Bach
"UTE: Electronic Trafic, S.A. - Electro sistemas Bach, S.A. - Thales",Electronic Trafic,ACS
"UTE: Electronic Trafic, S.A. - Electro sistemas Bach, S.A. - Thales",Thales,Grupo Thales
UTE: Elsamex S.A. y Construcciones Luján,Construcciones Luján,Construcciones Luján
UTE: Elsamex S.A. y Construcciones Luján,Elsamex,Elsamex
"UTE: Elsamex, S.A. - Construccions Rubau",Construcciones Rubau,Construcciones Rubau
"UTE: Elsamex, S.A. - Construccions Rubau",Elsamex,Elsamex
"UTE: Elsamex, S.A./Maygar",Elsamex,Elsamex
"UTE: Elsamex, S.A./Maygar",Maygar,Maygar
UTE: Elsan - Gral. Constructor - Safor - Cyca,Cyca,Cyca
UTE: Elsan - Gral. Constructor - Safor - Cyca,Elsan,Elsan
UTE: Elsan - Gral. Constructor - Safor - Cyca,Gral. Constructor,Gral. Constructor
UTE: Elsan - Gral. Constructor - Safor - Cyca,Safor,Safor
UTE: ELSAN-PACSA,Elsan,Elsan
UTE: ELSAN-PACSA,Pacsa Servicios Urbanos y del Medio Natural,Grupo Villar Mir
"UTE: Elxamex, S.A y Obras, Caminos y Asfaltos",Elsamex,Elsamex
"UTE: Elxamex, S.A y Obras, Caminos y Asfaltos","Obras, Caminos y Asfaltos","Obras, Caminos y Asfaltos"
"UTE: Elyte Santurtzi-Kadagua (Elecnor, S.A.-Tecuni, S.A.)",Elecnor,Elecnor
"UTE: Elyte Santurtzi-Kadagua (Elecnor, S.A.-Tecuni, S.A.)",Tecuni,Tecuni
UTE: Emamsa - Proseinco,Emamsa,Emamsa
UTE: Emamsa - Proseinco,Proseinco,Proseinco
UTE: Emcofa S.A.U.-Constructora de Calaf,Constructora de Calaf,Constructora de Calaf
UTE: Emcofa S.A.U.-Constructora de Calaf,Emcofa,Emcofa
UTE: Emetel / Enyca,Emetel,Emetel
UTE: Emetel / Enyca,Enyca,Enyca
UTE: Emisario Fuentespina,Arpape,Arpape
UTE: Emisario Fuentespina,Cyopsa-Sisocia,Cyopsa-Sisocia
UTE: Empecinado Real Vieja,"Oproler, Obras y Proyectos",Oproler
UTE: Empecinado Real Vieja,Velasco Obras y Servicios,Velasco
"UTE: Emte Service, S.A., y Topinstal",Emte Service,Comsa
"UTE: Emte Service, S.A., y Topinstal",Topinstal,Topinstal
"UTE: EMTE SISTEMAS,S.A.U./FCC CONSTRUCCIÓN","EMTE SISTEMAS, S.A.U.",Comsa
"UTE: EMTE SISTEMAS,S.A.U./FCC CONSTRUCCIÓN",FCC,FCC
"UTE: EMTE, S.A.; Iberdrola Ingeniería y Construcción, S.A.U e Isolux Ingeniería",EMTE,Comsa
"UTE: EMTE, S.A.; Iberdrola Ingeniería y Construcción, S.A.U e Isolux Ingeniería",Iberdrola Ingeniería y Construcción,Iberdrola Ingeniería y Construcción
"UTE: EMTE, S.A.; Iberdrola Ingeniería y Construcción, S.A.U e Isolux Ingeniería",Isolux Ingeniería,Isolux Corsán
UTE: Enlace Derio: Excavaciones Viuda De Sainz S.A. /Asfaltos Uribe S.A. / Electricidad Martin S.A.,"Asfaltos Uribe, S.A.","Asfaltos Uribe, S.A."
UTE: Enlace Derio: Excavaciones Viuda De Sainz S.A. /Asfaltos Uribe S.A. / Electricidad Martin S.A.,Electricidad Martín,Electricidad Martín
UTE: Enlace Derio: Excavaciones Viuda De Sainz S.A. /Asfaltos Uribe S.A. / Electricidad Martin S.A.,Excavaciones Vda. de Sainz,Excavaciones Vda. de Sainz
"UTE: Enrique Otaduy, S.L. & Construcciones Olabarri, S.L., UTE Gerediaga",José Antonio Olabarri Construcciones,José Antonio Olabarri Construcciones
"UTE: Enrique Otaduy, S.L. & Construcciones Olabarri, S.L., UTE Gerediaga","Enrique Otaduy, S.L.","Enrique Otaduy, S.L."
"UTE: Entorno de Obras y Servicios, S.L. y Antonio Miguel Alonso e Hijos",Antonio Miguel Alonso e Hijos,Antonio Miguel Alonso e Hijos
"UTE: Entorno de Obras y Servicios, S.L. y Antonio Miguel Alonso e Hijos","Entorno de Obras y Servicios, S.L.","Entorno de Obras y Servicios, S.L."
"UTE: Entrada Sur: OCIDE Construcción, S.A. / Romymar, S.A.",Ocide Construcción,Ocide Construcción
"UTE: Entrada Sur: OCIDE Construcción, S.A. / Romymar, S.A.",Romymar,Romymar
"UTE: EOC de Obras y Servicios, S.A.-Huso 29",EOC de Obras y Servicios,EOC de Obras y Servicios
"UTE: EOC de Obras y Servicios, S.A.-Huso 29",Huso 29,Huso 29
UTE: EOC GALICIA Y CONSTRUCTORA HISPÁNICA,Constructora Hispánica,Constructora Hispánica
UTE: EOC GALICIA Y CONSTRUCTORA HISPÁNICA,Eoc Galicia,Eoc Galicia
"UTE: EOC, S.A. y ACANTO",Acanto,Assignia Infraestructuras
"UTE: EOC, S.A. y ACANTO","EOC, S.A.","EOC, S.A."
UTE: Epeleko Planta,Construcciones Murias,Construcciones Murias
UTE: Epeleko Planta,FCC,FCC
UTE: Epeleko Planta,Serbitzu Elkartea,Serbitzu Elkartea
"UTE: Equipamientos Ambientales, SL - ISOLUX Ingeniería",Equipamientos Ambientales,ACS
"UTE: Equipamientos Ambientales, SL - ISOLUX Ingeniería",Isolux Ingeniería,Isolux Corsán
"UTE: Eraikuntza Birgaikuntza Artapena, S.L. - Instalaciones Inabensa","Eraikuntza, Birgaikuntza, Artapena",Grupo SANJOSE
"UTE: Eraikuntza Birgaikuntza Artapena, S.L. - Instalaciones Inabensa",Inabensa,Abengoa
"UTE: Eraikuntza Birgaikuntza Artapena, S.L.- Eldu",Eldu,Eldu
"UTE: Eraikuntza Birgaikuntza Artapena, S.L.- Eldu","Eraikuntza, Birgaikuntza, Artapena",Grupo SANJOSE
UTE: Ergobia Hiru Lan,Azvi,Azvi
UTE: Ergobia Hiru Lan,Construcciones Moyua,Grupo Moyua
UTE: Ergobia Hiru Lan,"Balzola, S.A.",Grupo Balzola
"UTE: Escala Soluciones Técnicas, S.L. - Hernaprom",Escala Soluciones Técnicas,Escala Soluciones Técnicas
"UTE: Escala Soluciones Técnicas, S.L. - Hernaprom",Hernaprom,Hernaprom
"UTE: Escala Soluciones Técnicas, S.L./PortilloTelecomunicaciones",Escala Soluciones Técnicas,Escala Soluciones Técnicas
"UTE: Escala Soluciones Técnicas, S.L./PortilloTelecomunicaciones",PortilloTelecomunicaciones,PortilloTelecomunicaciones
UTE: Escuela Técnica Superior de Ingenieria-U.V. (Alcava-Constructora San José),"Alcava Mediterránea, S.A.","Alcava Mediterránea, S.A."
UTE: Escuela Técnica Superior de Ingenieria-U.V. (Alcava-Constructora San José),Constructora San José,Grupo SANJOSE
UTE: Escuela Universitaria Magisterio U.V. (Alcava-Construtora San José),"Alcava Mediterránea, S.A.","Alcava Mediterránea, S.A."
UTE: Escuela Universitaria Magisterio U.V. (Alcava-Construtora San José),Constructora San José,Grupo SANJOSE
"UTE: Esdehor, S.L., y Adober Electricidad, S.L.","Adober Electricidad, S.L.","Adober Electricidad, S.L."
"UTE: Esdehor, S.L., y Adober Electricidad, S.L.","Esdehor, S.L.,","Esdehor, S.L.,"
"UTE: Espina Obras Hidráulicas, S.A. & Construcciones, Obras y Viales","CONSTRUCCIONES, OBRAS Y VIALES","CONSTRUCCIONES, OBRAS Y VIALES"
"UTE: Espina Obras Hidráulicas, S.A. & Construcciones, Obras y Viales",Espina Obras Hidráulicas,Espina Obras Hidráulicas
"UTE: Espina Obras Hidráulicas, S.A. & Trigemer",Espina Obras Hidráulicas,Espina Obras Hidráulicas
"UTE: Espina Obras Hidráulicas, S.A. & Trigemer",Trigemer,Trigemer
"UTE: Estación de Albacete: Tecsa Empresa Constructora, S.A. (75%) y Dragados, S.A. (25%)",Dragados,ACS
"UTE: Estación de Albacete: Tecsa Empresa Constructora, S.A. (75%) y Dragados, S.A. (25%)",Tecsa Empresa Constructora,ACS
"UTE: estación de La Llagosta: Velasco Obras y Servicios, S.A. / Conservación de Vía e Infraestructuras, S.A.","Conservación de Vía e Infraestructuras, S.A.","Conservación de Vía e Infraestructuras, S.A."
"UTE: estación de La Llagosta: Velasco Obras y Servicios, S.A. / Conservación de Vía e Infraestructuras, S.A.",Velasco Obras y Servicios,Velasco
UTE: Estación Huelva,Agrupación Guinovart Obras y Servicios Hispania,Grupo Villar Mir
UTE: Estación Huelva,Detea,Detea
"UTE: Estación Marítima: Empresa Constructora de Infraestructuras del Norte, S.L. / Construcciones Venancio Revuelta, S.L.","Construcciones Venancio Revuelta, S.L.","Construcciones Venancio Revuelta, S.L."
"UTE: Estación Marítima: Empresa Constructora de Infraestructuras del Norte, S.L. / Construcciones Venancio Revuelta, S.L.","Empresa Constructora de Infraestructuras del Norte, S.L.","Empresa Constructora de Infraestructuras del Norte, S.L."
"UTE: Estaldura Estetikoa: Vitrispan, S.A. / Garbialdi, S.A.","Garbialdi, S.A.","Garbialdi, S.A."
"UTE: Estaldura Estetikoa: Vitrispan, S.A. / Garbialdi, S.A.","Vitrispan, S.A.","Vitrispan, S.A."
"UTE: Estampaciones Casado, S.A. y Ondoan Sociedad Cooperativa","Estampaciones Casado, S.A.","Estampaciones Casado, S.A."
"UTE: Estampaciones Casado, S.A. y Ondoan Sociedad Cooperativa","Ondoan, S. Coop.","Ondoan, S. Coop."
"UTE: Estel Ingeniería y Obras, S.L. - Coalvi, S.A. - Grupo AMS",Coalvi,Grupo Aldesa
"UTE: Estel Ingeniería y Obras, S.L. - Coalvi, S.A. - Grupo AMS",ESTEL Ingeniería y Obras,ESTEL Ingeniería y Obras
"UTE: Estel Ingeniería y Obras, S.L. - Coalvi, S.A. - Grupo AMS",Grupo AMS,Grupo Aldesa
"UTE: Estructuras Aragón S.A.U.; Copisa, S.A. y Aragonesa de Proyectos y obras",Aragonesa de Proyectos y Obras,Aragonesa de Proyectos y Obras
"UTE: Estructuras Aragón S.A.U.; Copisa, S.A. y Aragonesa de Proyectos y obras","Copisa, Constructora Pirenaica",COPISA
"UTE: Estructuras Aragón S.A.U.; Copisa, S.A. y Aragonesa de Proyectos y obras",Estructuras Aragón,Estructuras Aragón
"UTE: Estructuras Aragón, S. A., y Copisa Constructora Pirenaica, S. A.","Copisa, Constructora Pirenaica",COPISA
"UTE: Estructuras Aragón, S. A., y Copisa Constructora Pirenaica, S. A.",Estructuras Aragón,Estructuras Aragón
"UTE: Etosa Obras y Servicios S.A.; Ajumi S.A., y VVO Construcciones y P","Ajumi, S.A.","Ajumi, S.A."
"UTE: Etosa Obras y Servicios S.A.; Ajumi S.A., y VVO Construcciones y P",Etosa,Etosa
"UTE: Etosa Obras y Servicios S.A.; Ajumi S.A., y VVO Construcciones y P",VVO Construcciones y Proyectos,VVO Construcciones y Proyectos
"UTE: Etosa Obras y Servicios, S.A. y Vvo, Construcciones y Proyectos, S.A. UTE Ute Centro de Salud de Ceuta",Etosa,Etosa
"UTE: Etosa Obras y Servicios, S.A. y Vvo, Construcciones y Proyectos, S.A. UTE Ute Centro de Salud de Ceuta",VVO Construcciones y Proyectos,VVO Construcciones y Proyectos
UTE: ETOSA-VVO-AJUMI Aduana de Algeciras,"Ajumi, S.A.","Ajumi, S.A."
UTE: ETOSA-VVO-AJUMI Aduana de Algeciras,ETOSA,ETOSA
UTE: ETOSA-VVO-AJUMI Aduana de Algeciras,VVO Construcciones y Proyectos,VVO Construcciones y Proyectos
"UTE: EULEN S.A., INLLAMA S.A. Y MASASE",Eulen,Grupo Eulen
"UTE: EULEN S.A., INLLAMA S.A. Y MASASE",INLLAMA S.A.,INLLAMA S.A.
"UTE: EULEN S.A., INLLAMA S.A. Y MASASE",Masase,Masase
"UTE: Eurolosa Construcción y Rehabilitación, S.L. Acciona Infraestructuras",Acciona Infraestructuras,Acciona
"UTE: Eurolosa Construcción y Rehabilitación, S.L. Acciona Infraestructuras","Eurolosa Construcción y Rehabilitación, S.L.","Eurolosa Construcción y Rehabilitación, S.L."
"UTE: EXBASA OBRAS Y SERVICIOS, S.A. - CONSTRUCCIONES AMENABAR, S.A. ABREVIADAMENTE UTE NUEVA SEDE AYUNTAMIENTO DE BILBAO",Construcciones Amenábar,Construcciones Amenábar
"UTE: EXBASA OBRAS Y SERVICIOS, S.A. - CONSTRUCCIONES AMENABAR, S.A. ABREVIADAMENTE UTE NUEVA SEDE AYUNTAMIENTO DE BILBAO",Exbasa,Exbasa
"UTE: Exbasa Obras y Servicios, S.L.-Construcciones Amenábar",Construcciones Amenábar,Construcciones Amenábar
"UTE: Exbasa Obras y Servicios, S.L.-Construcciones Amenábar",Exbasa,Exbasa
"UTE: Exbasa Obras y Servicios, S.L/Asfaltados y Construcciones Morga",Asfaltados y Construcciones Morga,Asfaltados y Construcciones Morga
"UTE: Exbasa Obras y Servicios, S.L/Asfaltados y Construcciones Morga",Exbasa,Exbasa
UTE: Excavaciones Gaimaz-Antzibar,Antzibar,Grupo Lazcano
UTE: Excavaciones Gaimaz-Antzibar,Excavaciones Gaimaz,Excavaciones Gaimaz
"UTE: Excavaciones Galdames, S.L./ Dragados",Dragados,ACS
"UTE: Excavaciones Galdames, S.L./ Dragados","Excavaciones Galdames, S.L.","Excavaciones Galdames, S.L."
UTE: Excover-Bardera,"Bardera, Obras Civiles y Marítimas",Grup Heracles
UTE: Excover-Bardera,Excover,Excover
"UTE: Excover, S.A. con Bardera Obras Civiles y Marítimas","Bardera, Obras Civiles y Marítimas",Grup Heracles
"UTE: Excover, S.A. con Bardera Obras Civiles y Marítimas",Excover,Excover
"UTE: Explanaciones Manuel Sáchez, S.L. y Asfaltos y Aglomerados Santano",Araplasa S.A.,Araplasa S.A.
"UTE: Explanaciones Manuel Sáchez, S.L. y Asfaltos y Aglomerados Santano",Copumaex,Copumaex
"UTE: Explanaciones Manuel Sáchez, S.L. y Asfaltos y Aglomerados Santano",Fervian S.L.,Fervian S.L.
"UTE: Explanaciones Manuel Sáchez, S.L. y Asfaltos y Aglomerados Santano","Urbano García García,S.L.","Urbano García García,S.L."
UTE: Explotaciones Las Misiones S.L.U. y Martín Casillas S.L.U.,"Explotaciones Las Misiones, S.L.U.","Explotaciones Las Misiones, S.L.U."
UTE: Explotaciones Las Misiones S.L.U. y Martín Casillas S.L.U.,Martín Casillas,Martín Casillas
UTE: Extraco - Misturas Obras y Proyectos,Extraco,Extraco
UTE: Extraco - Misturas Obras y Proyectos,"Misturas, Obras e Proxectos","Misturas, Obras e Proxectos"
"UTE: Extraco Construccións e Proxectos S.A. y Gestión Integral de Aguas, S.L.",Extraco,Extraco
"UTE: Extraco Construccións e Proxectos S.A. y Gestión Integral de Aguas, S.L.",Gestión Integral de Aguas,Gestión Integral de Aguas
"UTE: Extraco Construccións, S,.A.-Proxectos Aeropuertos Obra Civil",Extraco,Extraco
"UTE: Extraco Construccións, S,.A.-Proxectos Aeropuertos Obra Civil",Proxectos Aeropuertos Obra Civil,Proxectos Aeropuertos Obra Civil
"UTE: Extraco, Construccions E Proxectos, S.A. - Alario Obra Civil",Alario Obra Civil,Alario Obra Civil
"UTE: Extraco, Construccions E Proxectos, S.A. - Alario Obra Civil",Extraco,Extraco
"UTE: Extraco, Construccións E Proxectos, S.A. (50%) Y Joca Ingeniería Y Construcciones, S.A. (50%)",Extraco,Extraco
"UTE: Extraco, Construccións E Proxectos, S.A. (50%) Y Joca Ingeniería Y Construcciones, S.A. (50%)",Joca Ingeniería y Construcciones,Grupo Joca
UTE: EYT Emilio - Parrondo OYS - Nemesio BC-,Excavaciones y Transportes Emilio,Excavaciones y Transportes Emilio
UTE: EYT Emilio - Parrondo OYS - Nemesio BC-,Nemesio Bedia Construcciones,Nemesio Bedia Construcciones
UTE: EYT Emilio - Parrondo OYS - Nemesio BC-,Parrondo OYS,Parrondo OYS
UTE: Faus-Miatec Mant.Edif. Lot 3,Aldago,Grup Aldago
UTE: Faus-Miatec Mant.Edif. Lot 3,Constraula,Constraula
UTE: FCC / CORSAN,CORSAN,Isolux Corsán
UTE: FCC / CORSAN,FCC,FCC
"UTE: FCC Ámbito, S.A.-Adiego Hermanos",Adiego Hermanos,Grupo Adiego
"UTE: FCC Ámbito, S.A.-Adiego Hermanos","FCC Ámbito, S.A.",FCC
UTE: FCC Construcción / Aqualia Infraestructuras / Constructora Hormigones Martínez,Aqualia Infraestructuras,FCC
UTE: FCC Construcción / Aqualia Infraestructuras / Constructora Hormigones Martínez,Constructora Hormigones Martínez,Grupo Vallalba
UTE: FCC Construcción / Aqualia Infraestructuras / Constructora Hormigones Martínez,FCC,FCC
UTE: FCC Construcción / Visonor,FCC,FCC
UTE: FCC Construcción / Visonor,Visonor,Visonor
UTE: FCC Construcción S.A. / Corsan-Corviam Construcciones,Corsán-Corviam Construcción,Isolux Corsán
UTE: FCC Construcción S.A. / Corsan-Corviam Construcciones,FCC,FCC
UTE: FCC Construcción S.A. y Plettac Electronics Seguridad S.A.,FCC,FCC
UTE: FCC Construcción S.A. y Plettac Electronics Seguridad S.A.,Plettac Electronics Seguridad,Plettac Electronics Seguridad
"UTE: FCC Construcción, S.A-Movexvial, S.L.- Obras y Construcciones Dios, S.A- UTE Muelles Comerciales",FCC,FCC
"UTE: FCC Construcción, S.A-Movexvial, S.L.- Obras y Construcciones Dios, S.A- UTE Muelles Comerciales",Movex Vial,Movex Vial
"UTE: FCC Construcción, S.A-Movexvial, S.L.- Obras y Construcciones Dios, S.A- UTE Muelles Comerciales",Obras y Construcciones Dios,Obras y Construcciones Dios
"UTE: FCC CONSTRUCCIÓN, S.A; S.A. DE OBRAS Y SERVICIOS COPASA Y COALVI, S.A.",Coalvi,Grupo Aldesa
"UTE: FCC CONSTRUCCIÓN, S.A; S.A. DE OBRAS Y SERVICIOS COPASA Y COALVI, S.A.",FCC,FCC
"UTE: FCC CONSTRUCCIÓN, S.A; S.A. DE OBRAS Y SERVICIOS COPASA Y COALVI, S.A.",S.A. de Obras y Servicios,COPASA
"UTE: FCC Construcción, S.A. - BECSA S.A.U. - Jan de Nul, NV",Becsa,Grupo Obinesa
"UTE: FCC Construcción, S.A. - BECSA S.A.U. - Jan de Nul, NV",FCC,FCC
"UTE: FCC Construcción, S.A. - BECSA S.A.U. - Jan de Nul, NV","Jan de Nul, N.V.","Jan de Nul, N.V."
"UTE: FCC Construcción, S.A. - Contratas y Ventas",Contratas y Ventas,FCC
"UTE: FCC Construcción, S.A. - Contratas y Ventas",FCC,FCC
"UTE: FCC Construcción, S.A. - Contratas y Ventas, S.A. - Collosa",Construcciones y Obras Llorente,Corporación Llorente
"UTE: FCC Construcción, S.A. - Contratas y Ventas, S.A. - Collosa",Contratas y Ventas,FCC
"UTE: FCC Construcción, S.A. - Contratas y Ventas, S.A. - Collosa",FCC,FCC
"UTE: FCC Construcción, S.A. - DC Construcción Ingeniería y Gestión de Obra, S.A. - Lurgoien, S.A. - Campezo Construcción",Campezo,Grupo Campezo
"UTE: FCC Construcción, S.A. - DC Construcción Ingeniería y Gestión de Obra, S.A. - Lurgoien, S.A. - Campezo Construcción","DC Construcción Ingeniería y Gestión de Obra, S.A.","DC Construcción Ingeniería y Gestión de Obra, S.A."
"UTE: FCC Construcción, S.A. - DC Construcción Ingeniería y Gestión de Obra, S.A. - Lurgoien, S.A. - Campezo Construcción",FCC,FCC
"UTE: FCC Construcción, S.A. - DC Construcción Ingeniería y Gestión de Obra, S.A. - Lurgoien, S.A. - Campezo Construcción","Lurgoien, S.A.","Lurgoien, S.A."
"UTE: FCC Construcción, S.A. - Dragados, S.A. - Copisa Constructora Pirenaica, S.A. - Tecsa Empresa Constructora","Copisa, Constructora Pirenaica",COPISA
"UTE: FCC Construcción, S.A. - Dragados, S.A. - Copisa Constructora Pirenaica, S.A. - Tecsa Empresa Constructora",Dragados,ACS
"UTE: FCC Construcción, S.A. - Dragados, S.A. - Copisa Constructora Pirenaica, S.A. - Tecsa Empresa Constructora",FCC,FCC
"UTE: FCC Construcción, S.A. - Dragados, S.A. - Copisa Constructora Pirenaica, S.A. - Tecsa Empresa Constructora",Tecsa Empresa Constructora,ACS
"UTE: FCC Construcción, S.A. – BECSA",Becsa,Grupo Obinesa
"UTE: FCC Construcción, S.A. – BECSA",FCC,FCC
