"UTE: AZVI, S.A.-SOGEOSA, SOCIEDAD GENERAL DE OBRAS",Sociedad General de Obras,Sociedad General de Obras
"UTE: Azvi, S.A., y puentes y calzadas infraestructuras S.L.U., abreviadamente Ute Galería Langosteira",Azvi,Azvi
"UTE: Azvi, S.A., y puentes y calzadas infraestructuras S.L.U., abreviadamente Ute Galería Langosteira",Puentes y Calzadas Infraestructuras,Puentes y Calzadas Infraestructuras
"UTE: Azysa Obras y Proyectos, S.L. y Karber Edificación y Obra Civil","Azysa Obras y Proyectos, S.L.","Azysa Obras y Proyectos, S.L."
"UTE: Azysa Obras y Proyectos, S.L. y Karber Edificación y Obra Civil",Karber Edificación y Obra Civil,Karber Edificación y Obra Civil
UTE: Balpia S.A.-CLM Infraestructuras y Servicios,Balpia,Altec
UTE: Balpia S.A.-CLM Infraestructuras y Servicios,CLM Infraestructuras y Servicios,CLM Infraestructuras y Servicios
"UTE: Balpia SA - Ecisa, compañía general de construcciónes - Civilsur SLU",Balpia,Altec
"UTE: Balpia SA - Ecisa, compañía general de construcciónes - Civilsur SLU",Civilsur SLU,Civilsur SLU
"UTE: Balpia SA - Ecisa, compañía general de construcciónes - Civilsur SLU","ECISA, Compañía General de Construcción","ECISA, Compañía General de Construcción"
"UTE: Balpia, S.A. y Altec",Altec,Altec
"UTE: Balpia, S.A. y Altec",Balpia,Altec
UTE: Bañugues (Comsa-Sardesa),Comsa,Comsa
UTE: Bañugues (Comsa-Sardesa),Sardesa,Sardesa
"UTE: Bardera Obras Civiles y Marítimas, S.L. & Excover","Bardera, Obras Civiles y Marítimas",Grup Heracles
"UTE: Bardera Obras Civiles y Marítimas, S.L. & Excover",Excover,Excover
UTE: BARNA CYES-VARESER,BARNA CYES,BARNA CYES
UTE: BARNA CYES-VARESER,VARESER,Grupo Cyes
"UTE: Barrondo (Excavaciones Viuda De Sainz S.A., Tecimasa, S.L..-Excavaciones Cantábricas S.A.)","Excavaciones Cantábricas, S.A.","Excavaciones Cantábricas, S.A."
"UTE: Barrondo (Excavaciones Viuda De Sainz S.A., Tecimasa, S.L..-Excavaciones Cantábricas S.A.)",Excavaciones Vda. de Sainz,Excavaciones Vda. de Sainz
"UTE: Barrondo (Excavaciones Viuda De Sainz S.A., Tecimasa, S.L..-Excavaciones Cantábricas S.A.)","Tecimasa, S.L.","Tecimasa, S.L."
UTE: Base Aérea Torrejón,COMSA INSTALACIONES Y SISTEMAS INDUSTRIALES SL.,Comsa
UTE: Base Aérea Torrejón,Ferrovial Agroman,Grupo Ferrovial
UTE: Bauen Empresa Constructora S.A. / Casas de la Alcarria,Bauen Empresa Constructora,Bauen Empresa Constructora
UTE: Bauen Empresa Constructora S.A. / Casas de la Alcarria,Casas de la Alcarria,Casas de la Alcarria
UTE: Bauen Empresa Constructora S.A. y Pilotes Andaluces,Bauen Empresa Constructora,Bauen Empresa Constructora
UTE: Bauen Empresa Constructora S.A. y Pilotes Andaluces,Pilotes Andaluces,Pilotes Andaluces
UTE: Becsa S.A.U. - Assignia Infraestructuras,Assignia Infraestructuras,Assignia Infraestructuras
UTE: Becsa S.A.U. - Assignia Infraestructuras,Becsa,Grupo Obinesa
UTE: Becsa S.A.U. - Constructora San José,Becsa,Grupo Obinesa
UTE: Becsa S.A.U. - Constructora San José,Constructora San José,Grupo SANJOSE
UTE: Becsa S.A.U. y Corporación Valenciana de Obras Públicas,Becsa,Grupo Obinesa
UTE: Becsa S.A.U. y Corporación Valenciana de Obras Públicas,Corporación Valenciana de Obras Públicas,Corporación Valenciana de Obras Públicas
UTE: Becsa S.A.U. y Rafael Morales,Becsa,Grupo Obinesa
UTE: Becsa S.A.U. y Rafael Morales,Rafael Morales,Rafael Morales
UTE: Becsa S.A.U.-Corporación Edifintel,Becsa,Grupo Obinesa
UTE: Becsa S.A.U.-Corporación Edifintel,Corporación Edifintel,Corporación Edifintel
"UTE: Becsa S.A.U./Telecso, S.L./ Actia Iniciativa, S.L. (Abreviadamente UTE Remodelación Gaetà Huguet)","Actia Iniciativa, S.L.","Actia Iniciativa, S.L."
"UTE: Becsa S.A.U./Telecso, S.L./ Actia Iniciativa, S.L. (Abreviadamente UTE Remodelación Gaetà Huguet)",Becsa,Grupo Obinesa
"UTE: Becsa S.A.U./Telecso, S.L./ Actia Iniciativa, S.L. (Abreviadamente UTE Remodelación Gaetà Huguet)","Telecso, S.L.","Telecso, S.L."
UTE: Befesa Agua S.A.U.- Acsa Obras e Infraestructuras,"ACSA, Obras e Infraestructuras",Sorigué
UTE: Befesa Agua S.A.U.- Acsa Obras e Infraestructuras,Befesa Agua,Befesa
UTE: Befesa Agua S.A.U.-Juan Antonio López Reyes,Befesa Agua,Befesa
UTE: Befesa Agua S.A.U.-Juan Antonio López Reyes,Juan Antonio López Reyes,Juan Antonio López Reyes
"UTE: Befesa Agua S.A.U., Iberdrola Ingeniería y Construcción",Befesa Agua,Befesa
"UTE: Befesa Agua S.A.U., Iberdrola Ingeniería y Construcción",Iberdrola Ingeniería y Construcción,Iberdrola Ingeniería y Construcción
UTE: Befesa Agua S.A.U./Construcciones y Promociones Balzola,Befesa Agua,Befesa
UTE: Befesa Agua S.A.U./Construcciones y Promociones Balzola,"Balzola, S.A.",Grupo Balzola
"UTE: BEKO ERREKA (Construcciones Adolfo Sobrino, S.A.; Cycasa Canteras y Construcciones, S.A.; Viconsa, S.A., y Geotunel, S.L.).",Construcciones Adolfo Sobrino,Grupo Villar Mir
"UTE: BEKO ERREKA (Construcciones Adolfo Sobrino, S.A.; Cycasa Canteras y Construcciones, S.A.; Viconsa, S.A., y Geotunel, S.L.).","Cycasa, Canteras y Construcciones","Cycasa, Canteras y Construcciones"
"UTE: BEKO ERREKA (Construcciones Adolfo Sobrino, S.A.; Cycasa Canteras y Construcciones, S.A.; Viconsa, S.A., y Geotunel, S.L.).","Geotunel, S.L.","Geotunel, S.L."
"UTE: BEKO ERREKA (Construcciones Adolfo Sobrino, S.A.; Cycasa Canteras y Construcciones, S.A.; Viconsa, S.A., y Geotunel, S.L.).","Viconsa, S.A.","Viconsa, S.A."
"UTE: Belako Lanak, S.L.- Viuda de Sainz, S.A:",Belako Lanak,Belako Lanak
"UTE: Belako Lanak, S.L.- Viuda de Sainz, S.A:","Viuda de Sainz, S.A.","Viuda de Sainz, S.A."
"UTE: Benito Arnó e Hijos, S.A. y José Antonio Romero Polo",Benito Arnó e Hijos,Benito Arnó e Hijos
"UTE: Benito Arnó e Hijos, S.A. y José Antonio Romero Polo",José Antonio Romero Polo,José Antonio Romero Polo
"UTE: Bentazarra (Enrique Otaduy, S.L.; Excav. Cantábricas, S.A.; Excav. Vda. de Sainz, S.A.; Cimentaciones Abanda, S.A.; Asfaltos Uribe, S.A.).","Cimentaciones Abanda, S.A.","Cimentaciones Abanda, S.A."
"UTE: Bentazarra (Enrique Otaduy, S.L.; Excav. Cantábricas, S.A.; Excav. Vda. de Sainz, S.A.; Cimentaciones Abanda, S.A.; Asfaltos Uribe, S.A.).","Enrique Otaduy, S.L.","Enrique Otaduy, S.L."
"UTE: Bentazarra (Enrique Otaduy, S.L.; Excav. Cantábricas, S.A.; Excav. Vda. de Sainz, S.A.; Cimentaciones Abanda, S.A.; Asfaltos Uribe, S.A.).","Excavaciones Cantábricas, S.A.","Excavaciones Cantábricas, S.A."
"UTE: Bentazarra (Enrique Otaduy, S.L.; Excav. Cantábricas, S.A.; Excav. Vda. de Sainz, S.A.; Cimentaciones Abanda, S.A.; Asfaltos Uribe, S.A.).",Excavaciones Vda. de Sainz,Excavaciones Vda. de Sainz
"UTE: Bermeosolo, S.A. / Contratas y Construcciones Bikani",Bermeosolo,Bermeosolo
"UTE: Bermeosolo, S.A. / Contratas y Construcciones Bikani",Contratas y Construcciones Bikani,Grupo Obras Especiales
"UTE: Bermeosolo, S.A./Bikani, S.U.",Bermeosolo,Bermeosolo
"UTE: Bermeosolo, S.A./Bikani, S.U.","Bikani, S.U.","Bikani, S.U."
UTE: Biocantabria.,Montajes Eléctricos Hermanos Merino,Montajes Eléctricos Hermanos Merino
UTE: Biocantabria.,Oca Construcciones y Proyectos,OCA
"UTE: Bocana Puerto Gandia (Sociedad Anónima Trabajos y Obras y Rohde Nielsen, A/S)","Rohde Nielsen, A/S",Rohde Nielsen
"UTE: Bocana Puerto Gandia (Sociedad Anónima Trabajos y Obras y Rohde Nielsen, A/S)",Sociedad Anónima de Trabajos y Obras,Grupo Villar Mir
"UTE: Bonifacio Solis, S.L. - Manuel López Ruiz","Bonifacio Solis, S.L.","Bonifacio Solis, S.L."
"UTE: Bonifacio Solis, S.L. - Manuel López Ruiz","Manuel López Ruiz, S.L.","Manuel López Ruiz, S.L."
"UTE: Brues y Fernández Construcciones, S.A., y Construcciones Sánchez Domínguez Sando","Brues y Fernández Construcciones, S.A.","Brues y Fernández Construcciones, S.A."
"UTE: Brues y Fernández Construcciones, S.A., y Construcciones Sánchez Domínguez Sando",Construcciones Sánchez Domínguez,Grupo Sando
UTE: Bruesa Construcción Rail S.A. y Arias Hermanos Construcciones S.A.,Arias Infraestructuras,Arias Infraestructuras
UTE: Bruesa Construcción Rail S.A. y Arias Hermanos Construcciones S.A.,Bruesa Construcción Rail S.A.,Grupo Bruesa
UTE: Bulevar Calle Vitoria,AROASA UNO S.L.,AROASA UNO S.L.
UTE: Bulevar Calle Vitoria,"COPSA, Empresa Constructora","COPSA, Empresa Constructora"
UTE: Bulevar San Pedro,Comonsa Sur,Comonsa Sur
UTE: Bulevar San Pedro,Construcciones Bonifacio Solís,Construcciones Bonifacio Solís
"UTE: Buserma, S.L., e Instalaciones Eléctricas Mas",Buserma,Buserma
"UTE: Buserma, S.L., e Instalaciones Eléctricas Mas",Instalaciones Eléctricas Mas,Instalaciones Eléctricas Mas
"UTE: Bycam Servicios Edificios e Infraestructuras, S.A. / Construcciones Moyua","BYCAM, Servicios, Edificios e Infraestructuras",Grupo Moyua
"UTE: Bycam Servicios Edificios e Infraestructuras, S.A. / Construcciones Moyua",Construcciones Moyua,Grupo Moyua
UTE: BZ2 Zona Franca,"FCC Ámbito, S.A.",FCC
UTE: BZ2 Zona Franca,FCC,FCC
"UTE: C. Jiménez Xamer, S.L. y Saga Electricidad","C. Jiménez Xamer, S.L.","C. Jiménez Xamer, S.L."
"UTE: C. Jiménez Xamer, S.L. y Saga Electricidad",Saga Electricidad,Saga Electricidad
"UTE: C. Lasor, S.L., y Electrificaciones y Mantenimiento Elman S.L.U.; Edificio SCAI",Construcciones Lasor,Construcciones Lasor
"UTE: C. Lasor, S.L., y Electrificaciones y Mantenimiento Elman S.L.U.; Edificio SCAI",Electrificaciones y Mantenimiento Elman,Electrificaciones y Mantenimiento Elman
"UTE: Cabo Roca, S.L. - Montajes e Instalaciones Electrónicas Inselec",Cabo Roca,Cabo Roca
"UTE: Cabo Roca, S.L. - Montajes e Instalaciones Electrónicas Inselec","Montajes e Instalaciones Electrónicas, Inselec","Montajes e Instalaciones Electrónicas, Inselec"
"UTE: Calado Muelle Raos, compuesta por Dragados, S.A.; Geotécnica y Cimientos, S.A.; Drace Infraestructuras, S.A., y Arruti Santander",Arruti Santander,Arruti Santander
"UTE: Calado Muelle Raos, compuesta por Dragados, S.A.; Geotécnica y Cimientos, S.A.; Drace Infraestructuras, S.A., y Arruti Santander",Drace Infraestructuras,ACS
"UTE: Calado Muelle Raos, compuesta por Dragados, S.A.; Geotécnica y Cimientos, S.A.; Drace Infraestructuras, S.A., y Arruti Santander",Dragados,ACS
"UTE: Calado Muelle Raos, compuesta por Dragados, S.A.; Geotécnica y Cimientos, S.A.; Drace Infraestructuras, S.A., y Arruti Santander",Geotécnia y Cimientos,ACS
"UTE: CALADO: SATO / DRAGADOS, S.A.",Dragados,ACS
"UTE: CALADO: SATO / DRAGADOS, S.A.",Sociedad Anónima de Trabajos y Obras,Grupo Villar Mir
"UTE: CAMALOTE II: VALORIZA SERV MEDIOAMB, S.A. / EXTREMADURA VERDE, S.L. / AGROFORESTAL DE EXTREMADURA",AGROFORESTAL DE EXTREMADURA,AGROFORESTAL DE EXTREMADURA
"UTE: CAMALOTE II: VALORIZA SERV MEDIOAMB, S.A. / EXTREMADURA VERDE, S.L. / AGROFORESTAL DE EXTREMADURA",Extremadura Verde,Extremadura Verde
"UTE: CAMALOTE II: VALORIZA SERV MEDIOAMB, S.A. / EXTREMADURA VERDE, S.L. / AGROFORESTAL DE EXTREMADURA",Valoriza Servicios Medioambientales,Sacyr
"UTE: Camalote: Valoriza Servicios Medioambientales, S.A. / Agrofores, S.L. / Extremadura Verde, S.L.","Agrofores, S.L.","Agrofores, S.L."
"UTE: Camalote: Valoriza Servicios Medioambientales, S.A. / Agrofores, S.L. / Extremadura Verde, S.L.",Extremadura Verde,Extremadura Verde
"UTE: Camalote: Valoriza Servicios Medioambientales, S.A. / Agrofores, S.L. / Extremadura Verde, S.L.",Valoriza Servicios Medioambientales,Sacyr
UTE: Camas-Salteras,Camas,Camas
UTE: Camas-Salteras,Salteras,Salteras
"UTE: Caminos y Cauces, S.A., y Aragonesa de Hormigones Proyectados, S.L.",Aragonesa de Hormigones Proyectados,Aragonesa de Hormigones Proyectados
"UTE: Caminos y Cauces, S.A., y Aragonesa de Hormigones Proyectados, S.L.",Caminos y Cauces,Caminos y Cauces
"UTE: Caminos, Canales y Puertos, S.A., y Obras, Caminos y Redes, S.A.","Caminos, Canales y Puertos","Caminos, Canales y Puertos"
"UTE: Caminos, Canales y Puertos, S.A., y Obras, Caminos y Redes, S.A.","Obras, Caminos y Redes","Obras, Caminos y Redes"
UTE: Campezo Construccion S.A.U. y Construcciones Erga,Campezo,Grupo Campezo
UTE: Campezo Construccion S.A.U. y Construcciones Erga,Construcciones Erga,Construcciones Erga
UTE: Campezo Construcción SAU y Api Movilidad,API Movilidad,ACS
UTE: Campezo Construcción SAU y Api Movilidad,Campezo,Grupo Campezo
UTE: Campo de Tiro,Althenia,Grupo Sando
UTE: Campo de Tiro,Construcciones Sánchez Domínguez,Grupo Sando
UTE: Campus Científico de Linares,Constructora San José,Grupo SANJOSE
UTE: Campus Científico de Linares,Solar Jiennense,Solar Jiennense
UTE: Campus Universitario,Africanas de Contratas y Contrucciones,Africanas de Contratas y Contrucciones
UTE: Campus Universitario,Dragados,ACS
UTE: Campus Universitario,Isolux Corsán,Isolux Corsán
"UTE: Can Tunís (Contratas y Servicios Ferroviarios S.A. COSFESA-Neopul Sociedade de Estudos e Construçoes, S.A.).","COSFESA, Contratas y Servicios Ferroviarios","COSFESA, Contratas y Servicios Ferroviarios"
"UTE: Can Tunís (Contratas y Servicios Ferroviarios S.A. COSFESA-Neopul Sociedade de Estudos e Construçoes, S.A.).","Neopul Sociedade de Estudos e Construçoes, S.A.","Neopul Sociedade de Estudos e Construçoes, S.A."
"UTE: Canal de Deusto (Exbasa Obras y Contr., S.L., Excavaciones Vda. de Sainz, S.A., Constr. y Prom. Balzola, S.A., Urssa, S. Coop.).","Balzola, S.A.",Grupo Balzola
"UTE: Canal de Deusto (Exbasa Obras y Contr., S.L., Excavaciones Vda. de Sainz, S.A., Constr. y Prom. Balzola, S.A., Urssa, S. Coop.).",Exbasa,Exbasa
"UTE: Canal de Deusto (Exbasa Obras y Contr., S.L., Excavaciones Vda. de Sainz, S.A., Constr. y Prom. Balzola, S.A., Urssa, S. Coop.).",Excavaciones Vda. de Sainz,Excavaciones Vda. de Sainz
"UTE: Canal de Deusto (Exbasa Obras y Contr., S.L., Excavaciones Vda. de Sainz, S.A., Constr. y Prom. Balzola, S.A., Urssa, S. Coop.).","Urssa, S. Coop.","Urssa, S. Coop."
UTE: Caño Zaporito,Bahía San Kristóbal,Bahía San Kristóbal
UTE: Caño Zaporito,"CONSTRUCCIONES OBRAS PUBLICAS Y SERVICIOS MAR, S.L.","CONSTRUCCIONES OBRAS PUBLICAS Y SERVICIOS MAR, S.L."
UTE: Canonada Sant Just,"Copisa, Constructora Pirenaica",COPISA
UTE: Canonada Sant Just,FCC,FCC
"UTE: Canteras y Construcciones, S.A. - Comsa Empresa Constructora","Canteras y Construcciones, S.A.","Canteras y Construcciones, S.A."
"UTE: Canteras y Construcciones, S.A. - Comsa Empresa Constructora",Comsa,Comsa
UTE: Canval-Fergar Drenaje Rabanales,Canval Empresa Constructora,Canval Empresa Constructora
UTE: Canval-Fergar Drenaje Rabanales,Fergar Drenaje Rabanales,Fergar Drenaje Rabanales
"UTE: CARIJA, S.A.- GRUPO EMPRESARIAL MAGENTA, S.A. EN UTE PROSERPINA",Carija,Carija
"UTE: CARIJA, S.A.- GRUPO EMPRESARIAL MAGENTA, S.A. EN UTE PROSERPINA",Grupo Empresarial Magenta,Grupo Empresarial Magenta
"UTE: Carrers i Obres, S. L.; Electromecánica Soler",Carrers i Obres,Carrers i Obres
"UTE: Carrers i Obres, S. L.; Electromecánica Soler",Electromecánica Soler,Electromecánica Soler
UTE: Cau Ferrat,Cots y Claret,Cots y Claret
UTE: Cau Ferrat,LLORENC REIXACH I ASSOCIATS ,LLORENC REIXACH I ASSOCIATS 
UTE: Cau Ferrat,TOMAS GRACIA SA,TOMAS GRACIA SA
"UTE: Cauces Valladolid-Palencia (Eulen, S.A. y Teconma, S.A.).",Eulen,Grupo Eulen
"UTE: Cauces Valladolid-Palencia (Eulen, S.A. y Teconma, S.A.).","Teconma, S.A.","Teconma, S.A."
"UTE: CAVOSA OBRAS Y PROYECTOS, S.A. (50%) y AGRUPACIÓN GUINOVART, OBRAS Y SERVICIOS HISPANIA, S.A. (50%)",Agrupación Guinovart Obras y Servicios Hispania,Grupo Villar Mir
"UTE: CAVOSA OBRAS Y PROYECTOS, S.A. (50%) y AGRUPACIÓN GUINOVART, OBRAS Y SERVICIOS HISPANIA, S.A. (50%)","Cavosa Obras y Proyectos, S.A.","Cavosa Obras y Proyectos, S.A."
"UTE: CD INDEPO, S.L.-AVAN INTEGRAL, S.L.-HIDROMIÑO","AVAN INTEGRAL, S.L.","AVAN INTEGRAL, S.L."
"UTE: CD INDEPO, S.L.-AVAN INTEGRAL, S.L.-HIDROMIÑO",C.D. Indepo,C.D. Indepo
"UTE: CD INDEPO, S.L.-AVAN INTEGRAL, S.L.-HIDROMIÑO","Hidromiño, S.L.","Hidromiño, S.L."
"UTE: Ceder: Hormisoria, S.L. / Saga Electricidad, S.L.","Hormisoria, S.L.","Hormisoria, S.L."
"UTE: Ceder: Hormisoria, S.L. / Saga Electricidad, S.L.",Saga Electricidad,Saga Electricidad
"UTE: Ceinsa Contratas e Ingeniería S.A. y Jogosa Obras y Servicios, S.L.","Ceinsa, Contratas e Ingeniería",IBT Group
"UTE: Ceinsa Contratas e Ingeniería S.A. y Jogosa Obras y Servicios, S.L.",Jogosa Obras y Servicios,Jogosa Obras y Servicios
"UTE: Ceinsa Contratas e Ingeniería, S.A. y Seta Sociedad Española de Tratamiento de Agua, S.L.","Ceinsa, Contratas e Ingeniería",IBT Group
"UTE: Ceinsa Contratas e Ingeniería, S.A. y Seta Sociedad Española de Tratamiento de Agua, S.L.","Seta Sociedad Española de Tratamiento de Agua, S.L.","Seta Sociedad Española de Tratamiento de Agua, S.L."
UTE: Centrales Térmicas Hospital Costa del Sol,Ferrovial Agroman,Grupo Ferrovial
UTE: Centrales Térmicas Hospital Costa del Sol,Ferrovial Servicios,Grupo Ferrovial
UTE: Centro Alzheimur ( Azuche-Cyes ),Azuche 88,Azuche 88
UTE: Centro Alzheimur ( Azuche-Cyes ),Cyes,Grupo Cyes
"UTE: Centro de Formación de Oviedo (Movex Vial, S.L.-Idonea Cys, S.L. e Hidroestructura","Hidroestructuras, S.L.","Hidroestructuras, S.L."
"UTE: Centro de Formación de Oviedo (Movex Vial, S.L.-Idonea Cys, S.L. e Hidroestructura","Idonea Cys, S.L.","Idonea Cys, S.L."
"UTE: Centro de Formación de Oviedo (Movex Vial, S.L.-Idonea Cys, S.L. e Hidroestructura",Movex Vial,Movex Vial
UTE: Centro de Investigación de la Energía,CABANES DE OBRAS Y CONSTRUCCIONES SL,CABANES DE OBRAS Y CONSTRUCCIONES SL
UTE: Centro de Investigación de la Energía,CITECA SL,CITECA SL
UTE: Centro de Investigación de la Energía,SACYR,Sacyr
UTE: Centro Polivalente Barceló: Dragados S.A. / Acciona Infraestructura S.A.,Acciona Infraestructuras,Acciona
UTE: Centro Polivalente Barceló: Dragados S.A. / Acciona Infraestructura S.A.,Dragados,ACS
UTE: Cercanías Sevilla II,Assignia Infraestructuras,Assignia Infraestructuras
UTE: Cercanías Sevilla II,Vimac,Vimac
"UTE: Cespa, Compañía Española de Servicios Públicos Auxiliares, S.A. - Ferrovial Agromán",Cespa,Grupo Ferrovial
"UTE: Cespa, Compañía Española de Servicios Públicos Auxiliares, S.A. - Ferrovial Agromán",Ferrovial Agroman,Grupo Ferrovial
"UTE: Cespa, Gestión de Residuos S.A.U., y Acertis, Obres i Serveis",Certis Obres i Serveis,Certis Obres i Serveis
"UTE: Cespa, Gestión de Residuos S.A.U., y Acertis, Obres i Serveis","Cespa, Gestión de Residuos",Grupo Ferrovial
UTE: Ceyd S.A.U. - Gea 21 S.A.. (UTE Campoamor),Ceyd,Ceyd
UTE: Ceyd S.A.U. - Gea 21 S.A.. (UTE Campoamor),Gea 21,Gea 21
"UTE: CEYD, S.A.; Posada Organización",Ceyd,Ceyd
"UTE: CEYD, S.A.; Posada Organización",Posada Organización,Grupo Posada
"UTE: CFV: Azvi, S.A. - Vimac, S.A.",Azvi,Azvi
"UTE: CFV: Azvi, S.A. - Vimac, S.A.",Vimac,Vimac
UTE: Chm Obras e Infraestructuras S.A. y Padelsa Infraestructuras,Constructora Hormigones Martínez,Grupo Vallalba
UTE: Chm Obras e Infraestructuras S.A. y Padelsa Infraestructuras,Padelsa Infraestructuras,Grupo Vallalba
"UTE: CHM Obras e Infraestructuras, S.A. y Construcciones Pérez Jiménez, S.A.",Constructora Hormigones Martínez,Grupo Vallalba
"UTE: CHM Obras e Infraestructuras, S.A. y Construcciones Pérez Jiménez, S.A.",Construcciones Pérez Jiménez,Construcciones Pérez Jiménez
"UTE: Ciclo Medioambiente, Goika S.A. y Velasco Obras y Servicios",Ciclo Medio Ambiente,Ciclo Medio Ambiente
"UTE: Ciclo Medioambiente, Goika S.A. y Velasco Obras y Servicios",Goika S.A.,Goika S.A.
"UTE: Ciclo Medioambiente, Goika S.A. y Velasco Obras y Servicios",Velasco Obras y Servicios,Velasco
"UTE: Cimentaciones Abando, S.A. / J.A. Olabarri Construcciones","Cimentaciones Abanda, S.A.","Cimentaciones Abanda, S.A."
"UTE: Cimentaciones Abando, S.A. / J.A. Olabarri Construcciones",J.A. Olabarri Construcciones,J.A. Olabarri Construcciones
"UTE: Circuitos Madrid Río: Ferrovial Agroman S.A. / Cespa, Compañía Española de Servicios Públicos Auxiliares S.A.",Cespa,Grupo Ferrovial
"UTE: Circuitos Madrid Río: Ferrovial Agroman S.A. / Cespa, Compañía Española de Servicios Públicos Auxiliares S.A.",Ferrovial Agroman,Grupo Ferrovial
"UTE: Cisteró, SL - Conservación Integral Viaria, SL (Consivia)",Cistero,Cistero
"UTE: Cisteró, SL - Conservación Integral Viaria, SL (Consivia)",Conservación Integral Viaria,Conservación Integral Viaria
"UTE: Clece, S.A., Dragados, S.A., Socoin Ingeniería y Construcción Industrial S.L.U. y Gas Natural Servicios SDG, S.A.",Clece,ACS
"UTE: Clece, S.A., Dragados, S.A., Socoin Ingeniería y Construcción Industrial S.L.U. y Gas Natural Servicios SDG, S.A.",Construcción Industrial S.L.U.,Construcción Industrial S.L.U.
"UTE: Clece, S.A., Dragados, S.A., Socoin Ingeniería y Construcción Industrial S.L.U. y Gas Natural Servicios SDG, S.A.",Dragados,ACS
"UTE: Clece, S.A., Dragados, S.A., Socoin Ingeniería y Construcción Industrial S.L.U. y Gas Natural Servicios SDG, S.A.",Socoin Ingeniería,Socoin Ingeniería
"UTE: COALVI, S.A. - CONSTRUCCIONES PAI",Coalvi,Grupo Aldesa
"UTE: COALVI, S.A. - CONSTRUCCIONES PAI",Construcciones Pai,Grupo Aldesa
"UTE: Coalvi, S.A.-Ginesta",Coalvi,Grupo Aldesa
"UTE: Coalvi, S.A.-Ginesta",Ginesta,Ginesta
"UTE: Cobra Instalaciones y Servicios, S.A. / Sener Ingeniería y Sistemas, S.A. / Construcciones y Promociones Balzola",Cobra Instalaciones y Servicios,ACS
"UTE: Cobra Instalaciones y Servicios, S.A. / Sener Ingeniería y Sistemas, S.A. / Construcciones y Promociones Balzola","Balzola, S.A.",Grupo Balzola
"UTE: Cobra Instalaciones y Servicios, S.A. / Sener Ingeniería y Sistemas, S.A. / Construcciones y Promociones Balzola","Sener, Ingeniería y Sistemas","Sener, Ingeniería y Sistemas"
"UTE: Cobra Instalaciones y Servicios, S.A.; Elecnor, S.A. y Sociedad Española de Montajes Industriales",Cobra Instalaciones y Servicios,ACS
"UTE: Cobra Instalaciones y Servicios, S.A.; Elecnor, S.A. y Sociedad Española de Montajes Industriales",Elecnor,Elecnor
"UTE: Cobra Instalaciones y Servicios, S.A.; Elecnor, S.A. y Sociedad Española de Montajes Industriales",Sociedad Española de Montajes Industriales,ACS
"UTE: Cobra Instalaciones y Servicios, S.A.. y Cobra Infraestructuras Hidraulicas",Cobra Infraestructuras Hidraulicas,ACS
"UTE: Cobra Instalaciones y Servicios, S.A.. y Cobra Infraestructuras Hidraulicas",Cobra Instalaciones y Servicios,ACS
UTE: COBRA-TRIGEMER,COBRA,ACS
UTE: COBRA-TRIGEMER,Trigemer,Trigemer
"UTE: Cobra, Instalaciones Y Servicios, S.A. (80%) y Atil Cobra, S.A. (20%)",Atil Cobra,ACS
"UTE: Cobra, Instalaciones Y Servicios, S.A. (80%) y Atil Cobra, S.A. (20%)",Cobra Instalaciones y Servicios,ACS
"UTE: Coinvegar, S.L., y Construcciones Giosystem, S.L., UTE Farmacia",Coinvegar,Coinvegar
"UTE: Coinvegar, S.L., y Construcciones Giosystem, S.L., UTE Farmacia",Construcciones Giosystem,Construcciones Giosystem
"UTE: Comercio Electrónico B2B2000, S.A. y Vitruvio Systems",Comercio Electrónico B2B2000,Comercio Electrónico B2B2000
"UTE: Comercio Electrónico B2B2000, S.A. y Vitruvio Systems",Vitruvio Systems,Vitruvio Systems
"UTE: Compañía de Obras Castillejos, S.A. y Cadagua","Cadagua, S.A.","Cadagua, S.A."
"UTE: Compañía de Obras Castillejos, S.A. y Cadagua",Compañía de Obras Castillejos,Grupo Ferrovial
"UTE: Compañía General de Construcción Abaldo, S.A. - Constructora Civil Sostenible, S.A. (UTE Dársena Sur- Castellón)","Abaldo, Compañía General de Construcción","Abaldo, Compañía General de Construcción"
"UTE: Compañía General de Construcción Abaldo, S.A. - Constructora Civil Sostenible, S.A. (UTE Dársena Sur- Castellón)","Constructora Civil Sostenible, S.A.","Constructora Civil Sostenible, S.A."
"UTE: Compañía General de Construcción Abaldo, S.A. (80%) y Viales y Ferroviarios, S.L. (20%)","Abaldo, Compañía General de Construcción","Abaldo, Compañía General de Construcción"
"UTE: Compañía General de Construcción Abaldo, S.A. (80%) y Viales y Ferroviarios, S.L. (20%)","Viales y Ferroviarios, S.L.","Viales y Ferroviarios, S.L."
"UTE: Compañía Levantina de Edificación y Obras Públicas, S.A. y Sedesa Obras y Servicios, S.A., UTE Restitución Lechago",Compañía Levantina de Edificación y Obras Públicas,Compañía Levantina de Edificación y Obras Públicas
"UTE: Compañía Levantina de Edificación y Obras Públicas, S.A. y Sedesa Obras y Servicios, S.A., UTE Restitución Lechago","Sedesa, Obras y Servicios","Sedesa, Obras y Servicios"
"UTE: Compostela: Puentes y Calzadas Infraestructuras S.L.U. / F. Gómez y Cía, S.L.",Francisco Gómez y Cía.,Francisco Gómez y Cía.
